가맹점코드,가맹점명,사업자등록번호,지류취급여부,전자취급여부,모바일취급여부,한도금액
57011600004,꼼빠니아익산,4030163123,Y,Y,N,3100000
47610300034,아빠와크레파스,1320831825,Y,Y,N,3100000
13510400092,한입아이스크림할인점,6262401113,Y,N,N,3100000
64110500391,명서오리날개튀김,6781701095,Y,N,N,3100000
30210300412,청주의류,3140219377,Y,Y,Y,3100000
13410700017,새로나정육점,2129066983,Y,N,N,3100000
6026200020,단비네 청과,5029546885,Y,Y,Y,10000000
76710200014,민들레화원,5079047394,Y,Y,N,3100000
11011900491,샤넬의상실,7411001093,Y,Y,Y,3100000
10010300037,태우상회,2019832664,Y,Y,Y,3100000
13411100025,고가네THE떡볶이,2121894426,Y,Y,Y,3100000
50610400019,하남흑염소,8594800229,Y,N,Y,8000000
40210500055,당근상회,1219096779,Y,Y,Y,3100000
70010500056,센스홈데코,5041816580,Y,Y,Y,3100000
16014200002,도영상회,7989600662,Y,Y,Y,3100000
71210200048,미도방분식,5150445735,Y,Y,N,3100000
61410800059,영남상회,6059862040,Y,N,N,3100000
30012700071,시온커튼,3053152260,Y,N,N,3100000
13710300208,명신사,1140180066,Y,Y,Y,3100000
54010100023,천냥시대,4161092534,Y,N,N,3100000
56010500030,전주온고을맛김,4022294384,Y,Y,Y,3100000
9259200005,옛날칼국수,3126400297,Y,Y,N,3100000
10010101104,천일양초,1043080583,Y,Y,Y,3100000
40410512453,여락식당,1052385133,Y,Y,Y,3100000
70410900137,와룡채소식품,5039087190,Y,Y,Y,3100000
40311013451,다온축산,2400102980,Y,Y,Y,3100000
12010100076,성민,2101067441,Y,N,N,3100000
12010300088,두리농산,1109014592,Y,Y,Y,15000000
60110300680,동해보생고무,8911201484,Y,Y,N,5000000
70510100008,코사마트,5140353860,Y,N,N,3100000
48310300010,새마을정육점,1279062879,Y,N,N,3100000
70310400197,봉팔이네풀밭,3099421162,Y,Y,Y,3100000
56010500134,중앙DC,7071001467,Y,Y,Y,3100000
48010300018,충북상회,1279908510,Y,Y,N,3100000
46110300048,국가대표푸줏간,1299239043,Y,Y,Y,3100000
70011000049,해성상회,5019882119,Y,Y,Y,10000000
12211100049,영양방앗간,3383100122,Y,Y,Y,3100000
42210600050,김포쌀상회,1309879009,Y,N,N,3100000
76910200054,대영식품,5089086783,Y,Y,Y,3100000
63110200046,해동수입쇠고기판매점,6089048279,Y,Y,Y,15000000
43010300298,여주상회,1239218318,Y,Y,Y,5000000
34310600149,FILA KIDS,3110940303,Y,Y,Y,3100000
45910300033,나나상회,1251539924,Y,Y,Y,3100000
16104200011,원조돼지국밥,6091349848,Y,N,N,3100000
66010300748,모카헤어,6131334140,Y,Y,Y,3100000
55011600158,빵그레맛쥬,2230951390,Y,Y,Y,3100000
22010400340,비엠헬스케어,2951300914,Y,Y,Y,3100000
64111300136,트윈유통,5081761004,Y,N,N,3100000
15034200030,대해불빛식당,5024428927,Y,N,N,3100000
13810400244,물고기,1839501483,Y,Y,Y,3100000
46211400027,갈매기쌀상회,1299939402,Y,N,Y,3100000
33110500106,한신포차,2871001094,Y,Y,Y,3100000
68110500070,제이비부헤어,6100486031,Y,Y,Y,3100000
40210511581,순창닭집,1212298929,Y,Y,Y,3100000
13710300209,하트하우스,1385400405,Y,Y,Y,3100000
50210200147,오시날개,4100986343,Y,N,N,3100000
74210800038,통돼지,5119028116,Y,Y,Y,3100000
39010400004,고속떡방앗간,3737800168,Y,Y,Y,3100000
13011400451,은성제분,2042824419,Y,Y,Y,3100000
68210200090,동울산해물수산,6209117206,Y,N,N,8000000
23210400017,명문사,2250919722,Y,Y,Y,3100000
78010300300,대동떡집,1043805687,Y,Y,Y,3100000
30012900058,북청수산,2349200248,Y,Y,Y,3100000
79110200743,즐거운약국,5060887063,Y,Y,Y,3100000
33911400002,정관장세종아름동점,8070800052,Y,Y,Y,3100000
46710900017,오뚜기스넥,1261778382,Y,N,N,3100000
46710300010,온고당,3441401304,Y,Y,Y,3100000
13012200036,사계절,3520601504,Y,Y,Y,3100000
3080200001,부라더유통,2017900327,Y,Y,Y,3100000
42110400310,대중족발,2911301769,Y,N,N,3100000
50111100115,마당쇠,4081785540,Y,Y,Y,3100000
16049200015,김두리손뜨개방,6211987994,Y,Y,Y,3100000
68210400102,부산이불,5593000585,Y,Y,Y,3100000
78011600030,대풍수산21호,2369300203,Y,Y,Y,3100000
42210200032,시장디씨아울렛,3940400015,Y,Y,Y,3100000
60710100010,한우식육점,6079953170,Y,Y,Y,3100000
50010200723,영하계란유통,4099055173,Y,Y,N,3100000
15210100056,바로굼빵터,2874100309,Y,Y,Y,3100000
76011700016,풍년농약사,5120588300,Y,Y,N,3100000
63110200956,가야횟집,8753100368,Y,Y,Y,3100000
13310300009,뚝섬야채상회,2069270749,Y,Y,Y,3100000
30010900025,삼성주단,3060143976,Y,N,N,3100000
15229200009,황리단길 무인카페 경우재,6572700439,Y,N,N,3100000
56010300113,정열상회,4029210499,Y,Y,Y,45000000
2043200036,국수박사,7181000677,Y,Y,N,3100000
1304200003,대박수산,6169511462,Y,Y,Y,3100000
5051200002,태후사랑,1381801838,Y,Y,Y,3100000
34510100088,복이미용실,3484500752,Y,Y,N,3100000
13610100013,돈암떡집,2090450084,Y,Y,Y,3100000
12111900044,417,2441500604,Y,Y,Y,3100000
13310500478,하늘반점,2066600303,Y,Y,Y,3100000
10011600068,메트로,2011245734,Y,N,N,3100000
71710100015,고령과일채소,5249301093,Y,N,N,3100000
9299200042,탐나는족발,1274383230,Y,Y,Y,3100000
21010200221,청해상회,2263302200,Y,Y,Y,3100000
57010500069,신광반찬,4031544157,Y,Y,Y,3100000
14311600002,은비화장품,2077108660,Y,Y,Y,3100000
61610100044,만덕식육,7549000035,Y,Y,N,7000000
66010100120,메종커튼,6900800885,Y,N,N,3100000
70011000023,대동상회,5019874939,Y,N,N,3100000
56010500193,1일청과,4029169498,Y,Y,Y,15000000
25010100207,써니네,5632701055,Y,N,N,3100000
13710600072,일1324,1140655112,Y,Y,Y,3100000
15110400033,일우,1192101405,Y,N,N,3100000
44310100015,강원닭집,1359191125,Y,Y,Y,3100000
61413600003,선산상회,6052603419,Y,Y,Y,3100000
30110700505,마레브,8827300177,Y,N,N,10000000
54010500029,센스,3371200029,Y,N,N,3100000
40210513663,김민구가마솥탕국,7803700397,Y,N,N,3100000
11010200012,현대정육점,1019011913,Y,Y,Y,3100000
63110900252,삼성전자디지털프라자창동점,6081181410,Y,Y,Y,3100000
53710500105,광주상회,4159052434,Y,Y,Y,3100000
30110100098,진산건어물,3052765171,Y,Y,N,3100000
43510200034,시장방앗간,1233096086,Y,Y,Y,3100000
36510200191,지마켓,3804900472,Y,Y,Y,3100000
70410602170,보명인삼집,5149905814,Y,Y,Y,3100000
43010400169,화단종합주방,1230983291,Y,Y,N,3100000
56010400390,니트컬렉션,4021971057,Y,Y,Y,3100000
42010800046,야콜맥,1651200654,Y,Y,Y,3100000
35610200068,김치랑장아찌,3990502107,Y,N,N,3100000
70011400009,문경침구,5010283532,Y,Y,Y,3100000
70310100715,디투,5140723215,Y,Y,Y,3100000
9115200017,3층큰별약국,1664700789,Y,Y,Y,3100000
14310900018,풍성장터,5549601455,Y,Y,Y,3100000
63011300590,러슈,4334700525,Y,N,N,3100000
21710200132,경기상회,2279829685,Y,N,N,3100000
54210100006,조광기물,4162409537,Y,N,N,8000000
57310400097,나운상회,7949301483,Y,Y,Y,3100000
79011100310,용포만두,5060948368,Y,Y,Y,3100000
67010100185,어머니방,6110340614,Y,Y,Y,3100000
15810300485,진가네야채과일생선,8589701320,Y,Y,Y,10000000
70510300078,경동가스,5140359113,Y,Y,N,10000000
60010900105,옥돌,6020225460,Y,Y,N,3100000
70411800019,아리아,5155500157,Y,N,N,3100000
13311000020,마이코,2081417548,Y,Y,Y,3100000
30010900149,역전공판장,4191000902,Y,Y,N,35000000
11010100115,일심상회,1010249601,Y,Y,Y,3100000
43710100118,농어민직판장,7739400581,Y,Y,N,7000000
10010200190,희컬렉션,2010256611,Y,Y,Y,3100000
43110200047,안성쌀어름상회,1380224354,Y,Y,Y,3100000
57011600008,청일,4970900565,Y,Y,N,3100000
35510200171,삼명장 보령 중앙시장,1052731839,Y,Y,Y,3100000
15011700080,토니모리영등포쇼핑,1071947759,Y,Y,Y,3100000
59510100022,엘림헤어,4070657967,Y,Y,N,3100000
70012800052,커피베어,5043057720,Y,Y,Y,3100000
61210700168,청사포장어구이,4171521793,Y,Y,Y,3100000
48610100075,앗싸곡창,1274404718,Y,Y,Y,3100000
76910100095,청자휴게실,8591701170,Y,N,N,3100000
10012400197,주손통상,2272193910,Y,Y,Y,3100000
68010500033,준코너,6103909389,Y,N,N,3100000
15810300030,우유계란,4862100437,Y,Y,Y,3100000
13111400012,중앙뷰티,6612500448,Y,Y,Y,3100000
70010900807,신화사,8082700885,Y,N,N,3100000
69011100395,제이씨비(JCB),6162614105,Y,Y,Y,3100000
61413700005,플렉스데코,8201901399,Y,Y,Y,5000000
64110700083,보성장갑,6092235268,Y,Y,Y,3100000
61210800042,삼영그릇,6180383157,Y,Y,Y,3100000
3034200002,상인쉼터,4520902217,Y,Y,N,3100000
50110200106,인평식육점,4089032105,Y,Y,Y,3100000
64110500203,신흥당,6094011993,Y,Y,N,3100000
36010500785,단양축산물,3179051956,Y,Y,Y,3100000
21710100175,한올주단,2270413452,Y,N,Y,8000000
13810800042,박가네두부새마을전통시장점,2159098975,Y,Y,Y,3100000
15710300202,낭만사진관,4935600174,Y,Y,Y,3100000
74210900042,잠뱅이,5110587856,Y,Y,Y,3100000
24010100198,광명사,2221308316,Y,Y,Y,3100000
66011600084,다이나핏,7462101037,Y,Y,Y,3100000
13010100054,형제청과,2049362575,Y,N,N,3100000
13310900017,풍년정육점식당,1180176133,Y,Y,Y,3100000
16102200014,우복국밥,3151263031,Y,Y,Y,3100000
10010100164,원랭땅상가,1048000172,Y,N,N,3100000
44010200163,소백산건강원,1351612915,Y,Y,Y,3100000
10012400044,보광사,1043166986,Y,Y,Y,3100000
1370200001,떡사랑,1171034753,Y,Y,Y,3100000
54210100071,송순례튀밥집,1112074265,Y,N,N,3100000
42310200090,원조순대국,1300918293,Y,N,N,3100000
70010600809,오로(ORO),7111601323,Y,Y,N,3100000
15011900113,더페이스샆,1071968190,Y,Y,Y,3100000
46710200084,신라떡방앗간,1262010720,Y,Y,N,3100000
10010500498,밀라노,2035564340,Y,Y,Y,10000000
13310200005,청정해오름,6962900189,Y,N,Y,8000000
70210500184,광영,5130240346,Y,Y,N,10000000
68112000073,루시,6984100514,Y,Y,Y,3100000
13810300040,고창상회,2159282235,Y,Y,Y,3100000
35010200114,우리상회,3819000026,Y,N,N,3100000
70012200051,이니스프리(대구동성로점),5041749726,Y,Y,Y,3100000
13810400038,지현분식,2152110895,Y,Y,Y,3100000
63110300004,대동칠기,6080619979,Y,N,Y,3100000
6026200031,바다한스푼,8599201726,Y,Y,Y,20000000
12110400155,주식회사 장터면옥,4548800466,Y,Y,Y,3100000
40010114791,남들,3101163776,Y,N,N,3100000
68010200545,축산사랑,2189010420,Y,Y,Y,3100000
70210700448,우성수산,5049920759,Y,Y,Y,5000000
55010900074,남원횟집,4869201455,Y,Y,Y,3100000
40110200095,충남방앗간,1212343168,Y,Y,N,3100000
50610200017,송죽식품,4109050386,Y,Y,Y,3100000
9091200009,소코아 수원점,1477200460,Y,Y,N,3100000
13710500126,동화케이스,1140437430,Y,Y,Y,3100000
16098200054,선창민물,1069228499,Y,Y,Y,3100000
10011600693,챠밍,6531001345,Y,Y,N,3100000
36010500649,설악건강원,3010825157,Y,N,N,8000000
74510900006,현대순대,5110649640,Y,Y,Y,3100000
12110400130,터사랑,1050312189,Y,Y,Y,5000000
44710100047,종합가방,1241047412,Y,Y,Y,3100000
10010100705,조은안경,1043468175,Y,Y,Y,3100000
42210600328,민속고추방앗간,1309209966,Y,N,N,8000000
13010500190,경동D.C아울렛,2042680829,Y,Y,Y,3100000
13111300037,정희화장품,2040968231,Y,Y,Y,3100000
30110700691,마랑,3732300455,Y,Y,Y,10000000
35510200137,게스언더웨어,3130554542,Y,Y,Y,3100000
24010100190,신화상회,2220294965,Y,Y,Y,3100000
15810100055,명성왕족발,1366500235,Y,N,N,3100000
15077200001,강원수산,5089094492,Y,Y,Y,10000000
42310200188,순대랑곱창,2350401068,Y,Y,Y,3100000
63112000121,수협중매인21번,4072700571,Y,N,N,10000000
79110200200,고려인삼사,5060441657,Y,Y,Y,10000000
57011400060,제일치킨,1722101051,Y,Y,Y,3100000
41710311554,형제음향,1210954918,Y,Y,Y,3100000
68010200305,한양오향왕족발,6101806072,Y,Y,Y,3100000
64110300007,원헤어아트,6090111524,Y,N,Y,3100000
66011500148,마천상회,1821701110,Y,N,Y,3100000
13010400749,마이꼬미,1480701955,Y,Y,Y,3100000
35710200162,제광상회,3101111400,Y,Y,Y,3100000
60710200110,성림상회,6079094071,Y,N,N,3100000
68110700325,신신백화점현대양품,6200501448,Y,Y,N,3100000
68111000212,경북깐마늘,1959500546,Y,Y,Y,50000000
10010102755,실버라인,3326500264,Y,Y,Y,3100000
13710600027,모던134,1140305606,Y,N,Y,8000000
67010100202,주한식당,5930701252,Y,Y,Y,3100000
64111300007,우정문구사,6091038317,Y,Y,Y,3100000
13011700058,두성상사,1779200192,Y,N,N,3100000
54810100171,매일건어물,4569501004,Y,Y,Y,3100000
70210100198,해진식품,5043203650,Y,N,N,3100000
21010800096,재민이네,8139201017,Y,N,N,3100000
44010200106,원주유통,7460700390,Y,Y,Y,3100000
75010400038,한양상회,5120305305,Y,Y,N,3100000
42310200027,소신상회,1309135069,Y,Y,Y,3100000
3154200044,엔느,6463300556,Y,Y,Y,3100000
75710100062,맛샘떡집,5120930029,Y,Y,Y,3100000
44710200022,하모니마트오산점,1243478492,Y,Y,Y,3100000
60110300079,너나,6052384779,Y,Y,N,3100000
60011300270,광성사,6022401776,Y,N,Y,3100000
42010600085,풍년상회,1309163508,Y,N,Y,8000000
11010100227,이화상회,1019098093,Y,Y,Y,3100000
10010200981,향기,1100782934,Y,Y,Y,3100000
42510800034,해신참치,6424100578,Y,Y,N,3100000
60410400013,디씨가구,6030624647,Y,Y,N,3100000
70412300006,예스런한우,5029972339,Y,Y,Y,3100000
70011800026,음밀한양,6021292497,Y,Y,Y,3100000
33911400034,도노베이커리,8930601403,Y,Y,Y,3100000
68210100080,마춤이불,6201908701,Y,Y,Y,3100000
70610300194,홍가네반찬,5022721231,Y,Y,Y,3100000
60710200162,태화주방그릇,8975700446,Y,Y,Y,3100000
20010500058,백조과일,4199000603,Y,Y,Y,3100000
13010500033,광남상회,2049872215,Y,Y,N,3100000
63010400073,합성베스트할인마트,6088609416,Y,Y,Y,3100000
70410200012,샤넬숙녀복,5030456864,Y,Y,N,3100000
74510100101,가야주단,5110641764,Y,Y,Y,3100000
61411400010,창녕인삼,6054032564,Y,Y,Y,3100000
15210100072,베들레헴빵,8402300163,Y,Y,Y,3100000
1032200013,국제신발,1095126065,Y,N,N,3100000
66011600091,불닭발땡초동대문엽기,5832600126,Y,Y,Y,3100000
40310714979,카넬,5066099136,Y,Y,N,3100000
11010900027,다사랑,1010388483,Y,N,Y,3100000
4059200012,모아상사,1221827944,Y,Y,Y,3100000
15810100053,수확농축마트,7923000222,Y,Y,Y,5000000
67010100044,대왕홉스철물,6111200822,Y,Y,Y,3100000
13310200057,갈매기의꿈,2062326835,Y,Y,Y,3100000
57010200074,시장국수,5490401803,Y,Y,Y,3100000
30610400104,스튜디오포토뷰,3060373872,Y,Y,Y,3100000
50310200086,명보석,4100179564,Y,Y,Y,3100000
13411500002,으뜸50안경상일동역점,4943500788,Y,Y,Y,3100000
15012100019,연길구육성,1082048591,Y,Y,Y,3100000
40210713212,도깨비수산,2489101609,Y,Y,Y,3100000
40210213469,얼큰소고기국밥,3533000861,Y,Y,N,3100000
63110200609,대성활어회센타,6081596094,Y,Y,Y,3100000
60110500170,초량 7번 과일가게,5209201319,Y,Y,N,5000000
3089200001,다산상회,8429601425,Y,Y,Y,50000000
2008200001,피노키오가방,4730101989,Y,Y,Y,3100000
46110300090,동서가구,1293628327,Y,Y,Y,3100000
42910100099,라이프가방,1332600367,Y,N,N,3100000
6037200050,언듀,3940602389,Y,N,N,3100000
15810500028,행복돈까스,1246000654,Y,Y,Y,3100000
11011500170,그린피야,3134800209,Y,N,N,3100000
79110200627,화신복장사,5061915788,Y,Y,N,3100000
48610100025,오작교분식,1273476829,Y,Y,Y,3100000
10013200108,초콜릿,2011025001,Y,Y,Y,3100000
15210400093,체리부로닭집(구로동),1131687513,Y,Y,Y,3100000
40310812109,은하상회,1229990806,Y,Y,Y,5000000
30210400104,스즈키악기,3141287438,Y,Y,Y,3100000
78010300363,웰빙횟집,5051582229,Y,Y,Y,5000000
56010200028,세종주단,4020812810,Y,Y,Y,3100000
36910200024,맥켄치킨,3030136592,Y,Y,Y,3100000
10011600465,쉬크,2011436035,Y,Y,Y,3100000
31210600012,국산약초생약,3053636305,Y,Y,N,3100000
21510100034,대성가구,2272800803,Y,Y,N,3100000
42310100038,해성물산,1309155750,Y,N,N,10000000
73010500279,오빠네견과류강정,4130930038,Y,Y,Y,3100000
46710800035,한마루,2050667326,Y,Y,Y,3100000
13910100094,고기사랑,1369200226,Y,N,N,8000000
58010200356,샘고을상회,2271895714,Y,Y,Y,5000000
42510600052,김복남맥주 고잔신도시점,1342338792,Y,Y,Y,3100000
40310615031,이24-1hall,2045700585,Y,Y,N,3100000
6013200004,만물상회,6942100590,Y,Y,Y,3100000
10011900014,양지상회,1950600687,Y,Y,N,3100000
31210100013,알뜰상회,3059084624,Y,Y,Y,3100000
46710400182,로이드이천점,1380864251,Y,N,N,3100000
24010100132,건어물백화점,2229038320,Y,Y,Y,3100000
15810200072,팔도특산품,8099500704,Y,Y,Y,3100000
13710500082,덕궁,1140807934,Y,Y,Y,3100000
63011400007,허내윤과자점(호계점),6082043757,Y,Y,Y,3100000
30610300110,서해수산,3059213593,Y,Y,Y,3100000
75011100085,트라이,5120171188,Y,N,N,3100000
63110300207,숙녀복50호,5142762012,Y,N,N,8000000
70010600285,아울렛,5021474136,Y,Y,Y,3100000
58010200341,정미채소,6049617077,Y,Y,Y,5000000
76010200387,승리식품,1462200346,Y,Y,Y,3100000
70010900515,회전사,5014123926,Y,Y,N,3100000
40310910418,삼우민물수산,1229208777,Y,N,N,3100000
61411500036,더좋은마트,6743800594,Y,Y,Y,3100000
23210100004,평창한우마을영농조합법인,2248141168,Y,Y,Y,3100000
30010700501,충남스포츠,3050880676,Y,Y,Y,3100000
23310400141,태양농산,5759800229,Y,Y,Y,3100000
4023200017,호주뉴질랜드면세점,6351701647,Y,Y,Y,3100000
48010200452,언니네젓갈,7859901235,Y,Y,Y,3100000
46710300036,동광요,1260270461,Y,Y,Y,3100000
47210100010,종가떡집,1322162410,Y,Y,Y,3100000
9115200019,우주스토어,5322501514,Y,Y,Y,3100000
46110200047,농심상회,3376500158,Y,N,N,3100000
33010300203,해남수산,1639700543,Y,N,N,8000000
44211100094,커피이야기,2071112568,Y,Y,Y,3100000
30510200096,유성물류(천냥시대),3051674179,Y,Y,N,3100000
48310100140,큰시장순대국,1190552414,Y,Y,Y,3100000
21010500044,맛나반찬,2260376914,Y,Y,Y,3100000
15611200024,우리회수산,4291001422,Y,Y,Y,3100000
42110300044,오정DC마트,1303092787,Y,Y,Y,3100000
60110100062,다예장식,6052380870,Y,Y,Y,3100000
12210200090,바른찬,7476100468,Y,N,N,3100000
15710400063,화곡상회,1090814317,Y,Y,Y,3100000
70411900024,이승엽베이커리,4864900334,Y,Y,Y,3100000
13010400761,대화물산,4739101700,Y,Y,Y,7000000
31410100530,삼형제 이떡이야,7744600415,Y,Y,Y,3100000
78011500131,버커루,5050848790,Y,Y,Y,3100000
36710300023,연풍지업사,3031144806,Y,Y,N,3100000
13810100221,정림축산,6717400157,Y,Y,Y,3100000
56110300154,머든전북대점,2828501229,Y,Y,Y,3100000
46710800072,길상요,1260364632,Y,Y,Y,3100000
76011300052,공단국시,3985900356,Y,Y,Y,3100000
13110800081,동부건어물,2169012887,Y,Y,Y,3100000
64110400107,해물포차공도,7392400064,Y,Y,Y,3100000
70510300026,감주전문점,7454900285,Y,Y,N,5000000
50110300311,더드림농수산,4092271140,Y,Y,Y,35000000
78010100353,부산만두,8631101084,Y,Y,Y,3100000
16202200006,장미정육점,2509100957,Y,Y,Y,3100000
44710200041,쇼박스,1871700509,Y,Y,Y,3100000
60011800029,함지,6020454687,Y,Y,Y,3100000
65010100048,해연한복,6120393453,Y,Y,Y,3100000
66010600103,도동그릇상회,6130841273,Y,Y,Y,3100000
13410900127,명성수산,8409100634,Y,Y,Y,3100000
58010300033,부안상회,4049077487,Y,Y,Y,3100000
36010500420,사랑제과,3012334872,Y,Y,Y,3100000
52710500117,오천만통신,1815700512,Y,Y,Y,3100000
11010100484,롯데직물,1010542287,Y,Y,N,3100000
15110200007,명품한우정육점,1192256154,Y,Y,Y,3100000
9148200007,미니골드(양평점),3812500896,Y,Y,N,3100000
68910500003,덕하참기름,6100626885,Y,N,N,3100000
61411300414,영도민물,6052618469,Y,Y,Y,3100000
60210100035,식이상회,1559100138,Y,N,N,15000000
70011000395,오고파화장품,5010286150,Y,N,N,3100000
42210600065,88상회,1300666756,Y,Y,Y,3100000
54510100047,만두먹고찐빵먹고,3362200634,Y,Y,Y,3100000
68110800188,태화사진관,6200928182,Y,Y,Y,3100000
14142200033,제일편한신발,7451801392,Y,N,N,3100000
22011100076,웨스트우드,2241699395,Y,Y,Y,3100000
79110100243,무궁화쇼핑(5호),5060129666,Y,Y,Y,3100000
44910100129,고릴라,1342007264,Y,Y,Y,3100000
73010800006,OAO화장품,5131328431,Y,Y,Y,3100000
23310200025,고한세탁소,2250440991,Y,N,N,3100000
20010800227,마틸다,3173300148,Y,Y,Y,3100000
13011700465,대왕상회,2219363185,Y,N,Y,50000000
65610100121,K2 거제 MS점,6120885851,Y,Y,Y,3100000
57011000057,대광전자,4031557652,Y,Y,N,3100000
42210400162,부천소사점체이스컬,1304708405,Y,Y,Y,3100000
78011700042,현대오토바이,5051625114,Y,Y,N,3100000
11011000006,완도수산,2080172712,Y,Y,Y,3100000
38011000040,해들녘푸드,1260265430,Y,N,Y,50000000
4040200008,삼대고깃간,1943601133,Y,Y,Y,3100000
66410300168,창선고추상회,6190227001,Y,N,N,3100000
65610100404,알뜰신잡,2471501752,Y,Y,Y,3100000
41110100168,일산제일청과,8719201051,Y,Y,Y,3100000
13310200054,참맛할매순대국,6691200200,Y,Y,Y,3100000
69710200055,서귀떡방아,6161374291,Y,Y,Y,3100000
70012000064,파스텔,5041446484,Y,Y,Y,3100000
30610300170,엔젤 숙녀복,6663100594,Y,Y,N,3100000
70010600654,엄마방,5011736275,Y,Y,Y,3100000
45010100867,아란수제돈가스&만두,5993101221,Y,N,N,3100000
74510800115,에그박스문경점,6604300809,Y,N,N,3100000
66610200002,미라클산약초,8259801481,Y,Y,Y,3100000
12111400127,옛날통닭,1937000566,Y,Y,Y,3100000
61710100303,(주)서연통상,6178175104,Y,Y,N,3100000
11010100005,신랑각시,1010599359,Y,Y,Y,3100000
65610100354,고려장어구이초장,1843200615,Y,N,N,3100000
62110600033,수림상회,6159080210,Y,Y,Y,3100000
40310800003,대성농산물,1229093208,Y,Y,Y,3100000
12111900028,필악세사리,2042089546,Y,N,N,3100000
44210500017,국생피복,1350308935,Y,Y,Y,3100000
30210200481,착한생선,2089874985,Y,N,N,3100000
60010900622,이모네,6020215166,Y,N,N,3100000
33911400075,도도,1341679849,Y,Y,N,3100000
64110100285,소풍,2871200518,Y,Y,Y,3100000
40710100157,계산야채,1229245904,Y,Y,Y,3100000
70310100344,성서텍스타일,5010250860,Y,Y,N,3100000
64110200040,신세계약국,6094017736,Y,Y,Y,3100000
13710600003,룩,1140867873,Y,Y,Y,3100000
52710100116,바다세상,2129464756,Y,Y,Y,3100000
35610600018,아망뜨,1251577516,Y,Y,N,3100000
22010400184,코딱지,2240456603,Y,Y,Y,3100000
13810700221,아티스틱(ARTISTIC),2152559144,Y,Y,Y,3100000
62110700086,고향떡집,6151455279,Y,Y,Y,3100000
53010700405,신세대2080,7624100931,Y,Y,Y,3100000
61410700347,이젤,6042814479,Y,Y,Y,10000000
71110600024,구피샵대구서재점,5790901911,Y,Y,N,3100000
13411500003,백두종합상사,2891201075,Y,Y,Y,3100000
1459200016,흑돈연가,2030916399,Y,Y,Y,3100000
61710200434,가락지,6063549079,Y,Y,Y,3100000
45610300048,풍년상회,1601500723,Y,Y,Y,3100000
1227200007,세기햇츠,5090662956,Y,Y,N,3100000
61110400060,도치네돈까스,7172400900,Y,Y,Y,3100000
68110700149,미스오,6200723785,Y,N,N,8000000
10010400124,지혜수산,1049140767,Y,N,N,5000000
42210400155,유명패션,1331203412,Y,N,N,3100000
31410100383,유씨야채,4759600395,Y,N,N,3100000
6024200012,카페백사장,2935200106,Y,Y,Y,3100000
70010600571,지아,5043014643,Y,Y,N,3100000
13410800190,알파오메가길동점,8551200382,Y,Y,Y,3100000
60011800036,마리하우스,6024560386,Y,N,Y,8000000
1080200002,전원약국,1080981159,Y,Y,Y,3100000
42610700080,예림,1462101144,Y,Y,Y,3100000
61411200020,광우미디어,6052561407,Y,Y,Y,3100000
23010400004,삼겹천왕,4493100330,Y,Y,Y,3100000
60110100416,가나다퀼트,6052269825,Y,Y,Y,3100000
15083200001,여기어때,1202101574,Y,N,N,3100000
70510100050,대풍건어물,2169101859,Y,Y,Y,3100000
11011800036,종로전자담배,1011315091,Y,Y,Y,3100000
33610300496,대광골드,7130600845,Y,Y,Y,3100000
10010200451,주윤희,1300992309,Y,Y,Y,3100000
14211800012,농협홍삼수유지점,2100874328,Y,Y,Y,3100000
68910300004,허씨떡집,6102195124,Y,Y,N,3100000
43110200097,장터축산,1389114258,Y,Y,Y,3100000
71110600007,수영마트,5372200708,Y,Y,N,3100000
70010600390,성주공예사,5010247119,Y,Y,Y,3100000
13011400427,고기랑,2169913875,Y,Y,Y,3100000
68111000207,금강상회,6209093376,Y,Y,Y,3100000
73010500057,고향정육점,5139830462,Y,N,N,3100000
40310400081,유명DC,1224685006,Y,N,N,3100000
13410200120,싱싱회마트,3493100438,Y,Y,Y,3100000
13510300203,강남축산,2071815190,Y,Y,Y,3100000
50210300657,무한식당,4102631447,Y,Y,Y,10000000
37610200014,태화루,3020199255,Y,Y,N,3100000
43510300604,으뜸플러스 경기산본점,3931401005,Y,Y,Y,3100000
13310500424,(주)아이앤지푸드,2068169396,Y,N,N,10000000
9125200004,너른메이커스튜디오,4331100924,Y,Y,Y,3100000
38010100234,들꽃야생화,2269305666,Y,Y,Y,3100000
15010100055,상희수산,1089204417,Y,Y,Y,3100000
70011300232,우림모사,8330702052,Y,N,N,3100000
46310100106,"제일김밥, 롤",1293572092,Y,Y,Y,3100000
13210100174,현대식품,1821501789,Y,Y,Y,3100000
44010400147,나성상회,3189900448,Y,Y,Y,3100000
14310400149,허니닭강정,6880901082,Y,Y,Y,10000000
15210100038,남도식품,4322700636,Y,Y,Y,3100000
20010500073,김태백축산물판매점2,4229201688,Y,Y,Y,14000000
32310200034,이쁜이식당,3080545721,Y,Y,Y,3100000
15110200053,과일나라,4459301000,Y,N,N,3100000
61410400013,복돌네통닭(복돌이촌닭),6050681270,Y,Y,Y,3100000
66810100233,남해청과,5859201368,Y,Y,Y,3100000
53010800027,학산상회,4119945614,Y,Y,Y,10000000
70010600614,오브제,5820700118,Y,Y,N,3100000
43510100072,막퍼주는집,1961002142,Y,Y,Y,3100000
35610100370,영남젓갈,3169071361,Y,Y,Y,3100000
